link,num_lien
https://fr.whoscored.com/matches/1820004,1820004
https://fr.whoscored.com/matches/1820006,1820006
https://fr.whoscored.com/matches/1820008,1820008
https://fr.whoscored.com/matches/1820010,1820010
https://fr.whoscored.com/matches/1820012,1820012
https://fr.whoscored.com/matches/1820014,1820014
https://fr.whoscored.com/matches/1820016,1820016
https://fr.whoscored.com/matches/1820018,1820018
https://fr.whoscored.com/matches/1820020,1820020
https://fr.whoscored.com/matches/1820022,1820022
https://fr.whoscored.com/matches/1820024,1820024
https://fr.whoscored.com/matches/1820026,1820026
https://fr.whoscored.com/matches/1820028,1820028
https://fr.whoscored.com/matches/1820029,1820029
https://fr.whoscored.com/matches/1820030,1820030
https://fr.whoscored.com/matches/1820031,1820031
https://fr.whoscored.com/matches/1820032,1820032
https://fr.whoscored.com/matches/1820033,1820033
https://fr.whoscored.com/matches/1820034,1820034
https://fr.whoscored.com/matches/1820035,1820035
https://fr.whoscored.com/matches/1820036,1820036
https://fr.whoscored.com/matches/1820037,1820037
https://fr.whoscored.com/matches/1820038,1820038
https://fr.whoscored.com/matches/1820039,1820039
https://fr.whoscored.com/matches/1820040,1820040
https://fr.whoscored.com/matches/1820041,1820041
https://fr.whoscored.com/matches/1820042,1820042
https://fr.whoscored.com/matches/1820043,1820043
https://fr.whoscored.com/matches/1820067,1820067
https://fr.whoscored.com/matches/1820072,1820072
https://fr.whoscored.com/matches/1820073,1820073
https://fr.whoscored.com/matches/1820087,1820087
https://fr.whoscored.com/matches/1820088,1820088
https://fr.whoscored.com/matches/1820089,1820089
https://fr.whoscored.com/matches/1820090,1820090
https://fr.whoscored.com/matches/1820091,1820091
https://fr.whoscored.com/matches/1820092,1820092
https://fr.whoscored.com/matches/1820093,1820093
https://fr.whoscored.com/matches/1820094,1820094
https://fr.whoscored.com/matches/1820095,1820095
https://fr.whoscored.com/matches/1820096,1820096
https://fr.whoscored.com/matches/1820097,1820097
https://fr.whoscored.com/matches/1820098,1820098
https://fr.whoscored.com/matches/1820099,1820099
https://fr.whoscored.com/matches/1820100,1820100
https://fr.whoscored.com/matches/1820101,1820101
https://fr.whoscored.com/matches/1820102,1820102
https://fr.whoscored.com/matches/1820103,1820103
https://fr.whoscored.com/matches/1820104,1820104
https://fr.whoscored.com/matches/1820105,1820105
https://fr.whoscored.com/matches/1820106,1820106
https://fr.whoscored.com/matches/1820107,1820107
https://fr.whoscored.com/matches/1820108,1820108
https://fr.whoscored.com/matches/1820109,1820109
https://fr.whoscored.com/matches/1820110,1820110
